,season,player_id,first_name,last_name,player_name,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint,bench_press,spot_fifteen_corner_left,spot_fifteen_break_left,spot_fifteen_top_key,spot_fifteen_break_right,spot_fifteen_corner_right,spot_college_corner_left,spot_college_break_left,spot_college_top_key,spot_college_break_right,spot_college_corner_right,spot_nba_corner_left,spot_nba_break_left,spot_nba_top_key,spot_nba_break_right,spot_nba_corner_right,off_drib_fifteen_break_left,off_drib_fifteen_top_key,off_drib_fifteen_break_right,off_drib_college_break_left,off_drib_college_top_key,off_drib_college_break_right,on_move_fifteen,on_move_college
316,2007,201152,Thaddeus,Young,Thaddeus Young,SF,77.75,6' 5.75'',79.5,6' 7.5'',210,83.5,6' 11.5'',106,8' 10'',4.9,,,34.5,37,11.06,,3.19,13,,,,,,,,,,,,,,,,,,,,,,,
317,2008,201570,Joe,Alexander,Joe Alexander,SF-PF,79.25,6' 7.25'',80.25,6' 8.25'',220,83.5,6' 11.5'',106,8' 10'',5.8,,,32.5,38.5,11.33,,2.99,24,,,,,,,,,,,,,,,,,,,,,,,
318,2008,201589,Darrell,Arthur,Darrell Arthur,PF,79.5,6' 7.5'',80.5,6' 8.5'',216,82.75,6' 10.75'',107,8' 11'',7.3,,,28.5,30,12.18,,3.14,12,,,,,,,,,,,,,,,,,,,,,,,
319,2008,201571,D.J.,Augustin,D.J. Augustin,PG,70,5' 10'',71.5,5' 11.5'',171.5,75.5,6' 3.5'',94.5,7' 10.5'',8.1,,,28.5,35,11.27,,3.07,2,,,,,,,,,,,,,,,,,,,,,,,
320,2008,201573,Jerryd,Bayless,Jerryd Bayless,PG-SG,73.75,6' 1.75'',75,6' 3'',204,75.5,6' 3.5'',97,8' 1'',4.7,,,31,38,11.26,,3.07,10,,,,,,,,,,,,,,,,,,,,,,,
321,2008,201563,Michael,Beasley,Michael Beasley,PF-SF,79,6' 7'',80.25,6' 8.25'',239,84.25,7' 0.25'',107,8' 11'',7.7,,,30,35,11.06,,3.24,19,,,,,,,,,,,,,,,,,,,,,,,
322,2008,12239,Ramel,Bradley,Ramel Bradley,PG-SG,73.25,6' 1.25'',74.25,6' 2.25'',184,77,6' 5'',98,8' 2'',5.7,,,24.5,29.5,10.68,,3.24,9,,,,,,,,,,,,,,,,,,,,,,,
323,2008,12240,Tyrone,Brazelton,Tyrone Brazelton,PG,70,5' 10'',71,5' 11'',166,73.75,6' 1.75'',94,7' 10'',8.1,,,30,34,11.59,,3.25,8,,,,,,,,,,,,,,,,,,,,,,,
324,2008,12241,Takais,Brown,Takais Brown,PF,79.25,6' 7.25'',80.5,6' 8.5'',252,82,6' 10'',106,8' 10'',9.2,,,29,31,12.47,,3.25,22,,,,,,,,,,,,,,,,,,,,,,,
325,2008,201812,Keith,Brumbaugh,Keith Brumbaugh,SF-PF,79.5,6' 7.5'',80.75,6' 8.75'',190,79.25,6' 7.25'',104.5,8' 8.5'',4,,,26,27,11.65,,3.28,2,,,,,,,,,,,,,,,,,,,,,,,
326,2008,201868,Stanley,Burrell,Stanley Burrell,PG,73.5,6' 1.5'',74.5,6' 2.5'',201,78.25,6' 6.25'',97.5,8' 1.5'',5.6,,,29.5,34.5,11.19,,3.19,21,,,,,,,,,,,,,,,,,,,,,,,
327,2008,12242,Brian,Butch,Brian Butch,C-PF,81.5,6' 9.5'',83,6' 11'',229.6,83.25,6' 11.25'',108,9' 0'',10.8,,,24,26.5,11.87,,3.52,9,,,,,,,,,,,,,,,,,,,,,,,
328,2008,12243,Jamar,Butler,Jamar Butler,PG,72.25,6' 0.25'',73.5,6' 1.5'',182,76.75,6' 4.75'',97,8' 1'',6,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,
329,2008,12244,Pat,Calathes,Pat Calathes,SF-PF,80.75,6' 8.75'',81.75,6' 9.75'',204,81.75,6' 9.75'',106,8' 10'',7.3,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,
330,2008,12245,Joe,Crawford,Joe Crawford,SG,75,6' 3'',76,6' 4'',213,77.75,6' 5.75'',99.5,8' 3.5'',7.6,,,31,36,11.67,,3.22,13,,,,,,,,,,,,,,,,,,,,,,,
331,2008,12246,Chris,Daniels,Chris Daniels,C-PF,80.25,6' 8.25'',81.5,6' 9.5'',256,84.5,7' 0.5'',109,9' 1'',16.1,,,26,28.5,12.72,,3.56,11,,,,,,,,,,,,,,,,,,,,,,,
332,2008,201595,Joey,Dorsey,Joey Dorsey,PF-C,78.25,6' 6.25'',79.25,6' 7.25'',265,85.75,7' 1.75'',107,8' 11'',9,,,27.5,33,11.84,,3.2,19,,,,,,,,,,,,,,,,,,,,,,,
333,2008,12247,Marcus,Dove,Marcus Dove,SF-PF,78.75,6' 6.75'',79.5,6' 7.5'',208,83.5,6' 11.5'',105,8' 9'',5.3,,,27.5,33.5,11.59,,3.26,10,,,,,,,,,,,,,,,,,,,,,,,
334,2008,12248,Josh,Duncan,Josh Duncan,PF,80,6' 8'',81,6' 9'',230,83.5,6' 11.5'',104.5,8' 8.5'',5.4,,,28,32,12.47,,3.26,26,,,,,,,,,,,,,,,,,,,,,,,
335,2008,12249,Frank,Elegar,Frank Elegar,PF,79.25,6' 7.25'',80.75,6' 8.75'',210,87.25,7' 3.25'',106,8' 10'',4.5,,,33.5,37.5,11.86,,3.17,11,,,,,,,,,,,,,,,,,,,,,,,
336,2008,201607,Patrick,Ewing Jr.,Patrick Ewing Jr.,SF-PF,78,6' 6'',79.25,6' 7.25'',224,84.25,7' 0.25'',97.5,8' 1.5'',9.4,,,35,42,11.77,,3.43,2,,,,,,,,,,,,,,,,,,,,,,,
337,2008,201814,Gary,Forbes,Gary Forbes,SG,76.5,6' 4.5'',77.75,6' 5.75'',220.5,83.25,6' 11.25'',104.5,8' 8.5'',6.5,,,27.5,33.5,11.45,,3.25,13,,,,,,,,,,,,,,,,,,,,,,,
338,2008,12250,Shan,Foster,Shan Foster,SG,76,6' 4'',77.25,6' 5.25'',194.5,83.5,6' 11.5'',103.5,8' 7.5'',6.3,,,30,33,12.3,,3.24,10,,,,,,,,,,,,,,,,,,,,,,,
339,2008,201592,J.R.,Giddens,J.R. Giddens,SG,76,6' 4'',76.75,6' 4.75'',208,83.25,6' 11.25'',103,8' 7'',5.4,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,
340,2008,12251,James,Gist,James Gist,PF,79,6' 7'',80.5,6' 8.5'',220,88,7' 4'',107.5,8' 11.5'',4.8,,,30.5,35,11.37,,3.14,5,,,,,,,,,,,,,,,,,,,,,,,
341,2008,12252,Vladimir,Golubovic,Vladimir Golubovic,C,83.25,6' 11.25'',84.25,7' 0.25'',258,86.5,7' 2.5'',111.5,9' 3.5'',6.9,,,21.5,27,12.4,,3.33,15,,,,,,,,,,,,,,,,,,,,,,,
342,2008,201569,Eric,Gordon,Eric Gordon,SG,74,6' 2'',75.25,6' 3.25'',222,81,6' 9'',99,8' 3'',8.2,,,32,40,10.81,,3.01,15,,,,,,,,,,,,,,,,,,,,,,,
343,2008,201863,Kentrell,Gransberry,Kentrell Gransberry,C,78.75,6' 6.75'',79.75,6' 7.75'',290,82.25,6' 10.25'',106,8' 10'',17.4,,,24.5,27.5,12.16,,3.32,18,,,,,,,,,,,,,,,,,,,,,,,
344,2008,201590,Donte,Greene,Donte Greene,SF-PF,80.25,6' 8.25'',81,6' 9'',221,82,6' 10'',108,9' 0'',7.6,,,27.5,31.5,11.21,,3.2,2,,,,,,,,,,,,,,,,,,,,,,,
345,2008,201612,Malik,Hairston,Malik Hairston,SG,76.25,6' 4.25'',77.25,6' 5.25'',204,81,6' 9'',103.5,8' 7.5'',6.9,,,30.5,38,11.33,,3.08,13,,,,,,,,,,,,,,,,,,,,,,,
346,2008,201614,DeVon,Hardin,DeVon Hardin,C-PF,81.5,6' 9.5'',82.75,6' 10.75'',235,87,7' 3'',109.5,9' 1.5'',5.8,,,29.5,32,11.49,,3.33,20,,,,,,,,,,,,,,,,,,,,,,,
347,2008,201613,Richard,Hendrix,Richard Hendrix,PF,78.75,6' 6.75'',80.75,6' 8.75'',250,87,7' 3'',108,9' 0'',9.2,,,26.5,28,10.62,,3.27,13,,,,,,,,,,,,,,,,,,,,,,,
348,2008,201588,George,Hill,George Hill,PG,73.25,6' 1.25'',74.5,6' 2.5'',181,81,6' 9'',97.5,8' 1.5'',3,,,34,37.5,12.2,,3.07,9,,,,,,,,,,,,,,,,,,,,,,,
349,2008,12254,Kyle,Hines,Kyle Hines,SF-PF,75.75,6' 3.75'',77.25,6' 5.25'',234,85.25,7' 1.25'',104.5,8' 8.5'',3.6,,,28.5,33,12.17,,3.4,16,,,,,,,,,,,,,,,,,,,,,,,
350,2008,12255,Jiri,Hubalek,Jiri Hubalek,C-PF,81.5,6' 9.5'',83,6' 11'',226,82.75,6' 10.75'',109,9' 1'',8.8,,,20.5,26,12.26,,3.54,2,,,,,,,,,,,,,,,,,,,,,,,
351,2008,201991,Lester,Hudson,Lester Hudson,PG,71.75,5' 11.75'',73,6' 1'',196,80.75,6' 8.75'',98.5,8' 2.5'',3.4,,,30.5,36,11.15,,3.16,12,,,,,,,,,,,,,,,,,,,,,,,
352,2008,201629,Othello,Hunter,Othello Hunter,PF-SF,78.5,6' 6.5'',79.5,6' 7.5'',220,87,7' 3'',109.5,9' 1.5'',6.4,,,28,34.5,11.51,,3.18,7,,,,,,,,,,,,,,,,,,,,,,,
353,2008,201616,Darnell,Jackson,Darnell Jackson,PF,79,6' 7'',79.75,6' 7.75'',240.5,83.25,6' 11.25'',106.5,8' 10.5'',12.5,,,27,31,11.75,,3.26,11,,,,,,,,,,,,,,,,,,,,,,,
354,2008,12256,Shawn,James,Shawn James,PF,79.75,6' 7.75'',81,6' 9'',217,89,7' 5'',111,9' 3'',9.2,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
355,2008,12257,Davon,Jefferson,Davon Jefferson,SF,77.25,6' 5.25'',78.5,6' 6.5'',213,81.5,6' 9.5'',105,8' 9'',12,,,27,32,12.02,,3.36,2,,,,,,,,,,,,,,,,,,,,,,,
356,2008,12258,Joseph,Jones,Joseph Jones,PF,79,6' 7'',80.5,6' 8.5'',240,84.25,7' 0.25'',107,8' 11'',12.2,,,25.5,31,11.61,,3.33,16,,,,,,,,,,,,,,,,,,,,,,,
357,2008,201599,DeAndre,Jordan,DeAndre Jordan,C,81.75,6' 9.75'',83,6' 11'',250,90,7' 6'',113.5,9' 5.5'',7.5,,,26,30.5,12.3,,3.27,8,,,,,,,,,,,,,,,,,,,,,,,
358,2008,12253,Sasha,Kaun,Sasha Kaun,C-PF,81,6' 9'',82.75,6' 10.75'',247,88,7' 4'',110,9' 2'',9.6,,,29,32,12.06,,3.2,13,,,,,,,,,,,,,,,,,,,,,,,
359,2008,12260,Marcelus,Kemp,Marcelus Kemp,SG,75,6' 3'',76.25,6' 4.25'',221,80.5,6' 8.5'',103.5,8' 7.5'',9,,,26,30,11.79,,3.39,9,,,,,,,,,,,,,,,,,,,,,,,
360,2008,12261,Maarty,Leunen,Maarty Leunen,SF,79.25,6' 7.25'',80.5,6' 8.5'',222,80,6' 8'',102.5,8' 6.5'',8.9,,,29.5,34.5,11.57,,3.36,14,,,,,,,,,,,,,,,,,,,,,,,
361,2008,201848,Longar,Longar,Longar Longar,C,81,6' 9'',82,6' 10'',212.5,85.25,7' 1.25'',109.5,9' 1.5'',10.6,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,
362,2008,201572,Brook,Lopez,Brook Lopez,C,83.25,6' 11.25'',84.5,7' 0.5'',258,89.5,7' 5.5'',113,9' 5'',6.3,,,27.5,30.5,12.77,,3.57,7,,,,,,,,,,,,,,,,,,,,,,,
363,2008,201567,Kevin,Love,Kevin Love,PF,79.75,6' 7.75'',81.5,6' 9.5'',255,83.25,6' 11.25'',106,8' 10'',12.9,,,29.5,35,11.17,,3.22,18,,,,,,,,,,,,,,,,,,,,,,,
364,2008,12262,Aleks,Maric,Aleks Maric,C,81.75,6' 9.75'',82.75,6' 10.75'',273,85,7' 1'',109.5,9' 1.5'',10.1,,,23,28,11.76,,3.35,15,,,,,,,,,,,,,,,,,,,,,,,
365,2008,201564,O.J.,Mayo,O.J. Mayo,SG-PG,75.25,6' 3.25'',76.25,6' 4.25'',200,78,6' 6'',99.5,8' 3.5'',6.3,,,30.5,41,11.04,,3.14,7,,,,,,,,,,,,,,,,,,,,,,,
366,2008,201651,James,Mays,James Mays,PF,78.75,6' 6.75'',79.75,6' 7.75'',227,85.75,7' 1.75'',105,8' 9'',8.8,,,29.5,35,11.23,,3.19,13,,,,,,,,,,,,,,,,,,,,,,,
367,2008,201601,Luc,Mbah a Moute,Luc Mbah a Moute,SF,77.75,6' 5.75'',79.5,6' 7.5'',221,86.5,7' 2.5'',103.5,8' 7.5'',7,,,32,38.5,11.71,,3.17,11,,,,,,,,,,,,,,,,,,,,,,,
368,2008,201580,JaVale,McGee,JaVale McGee,C-PF,83,6' 11'',84,7' 0'',241,90,7' 6'',114.5,9' 6.5'',5.3,,,27,32.5,12.75,,3.25,7,,,,,,,,,,,,,,,,,,,,,,,
369,2008,12263,Drew,Neitzel,Drew Neitzel,PG,71.75,5' 11.75'',72.75,6' 0.75'',175.5,74.5,6' 2.5'',95,7' 11'',6.2,,,25.5,32,11.19,,3.2,10,,,,,,,,,,,,,,,,,,,,,,,
370,2008,201634,DeMarcus,Nelson,DeMarcus Nelson,PG-SG,73,6' 1'',74.25,6' 2.25'',198,82,6' 10'',98.5,8' 2.5'',4.5,,,34.5,38.5,10.54,,3.13,19,,,,,,,,,,,,,,,,,,,,,,,
371,2008,201624,David,Padgett,David Padgett,C-PF,82.25,6' 10.25'',83.5,6' 11.5'',239.5,85,7' 1'',109.5,9' 1.5'',9,,,24,28,12.45,,3.45,17,,,,,,,,,,,,,,,,,,,,,,,
372,2008,12264,Jeremy,Pargo,Jeremy Pargo,PG,72.5,6' 0.5'',73.5,6' 1.5'',208,77,6' 5'',96,8' 0'',7.6,,,32,37,10.65,,3.07,7,,,,,,,,,,,,,,,,,,,,,,,
373,2008,12265,Trent,Plaisted,Trent Plaisted,PF,81.25,6' 9.25'',82.25,6' 10.25'',240,82.5,6' 10.5'',105.5,8' 9.5'',11,,,30.5,35.5,11.32,,3.17,14,,,,,,,,,,,,,,,,,,,,,,,
374,2008,12266,Quan,Prowell,Quan Prowell,SF-PF,78.75,6' 6.75'',79.75,6' 7.75'',225.5,82.5,6' 10.5'',103.5,8' 7.5'',6.5,,,32,36,11.79,,3.14,16,,,,,,,,,,,,,,,,,,,,,,,
375,2008,12267,Shaun,Pruitt,Shaun Pruitt,C-PF,80.25,6' 8.25'',81,6' 9'',242.2,85,7' 1'',107.5,8' 11.5'',13.8,,,27,32.5,11.3,,3.4,10,,,,,,,,,,,,,,,,,,,,,,,
376,2008,201576,Anthony,Randolph,Anthony Randolph,PF-SF,81,6' 9'',82.25,6' 10.25'',197,87,7' 3'',109,9' 1'',4.7,,,29,35,11.86,,3.26,7,,,,,,,,,,,,,,,,,,,,,,,
377,2008,12268,Charles,Rhodes,Charles Rhodes,PF,79.25,6' 7.25'',80.25,6' 8.25'',244,83.25,6' 11.25'',107.5,8' 11.5'',10.7,,,26.5,33.5,11.51,,3.13,14,,,,,,,,,,,,,,,,,,,,,,,
378,2008,12259,John,Riek,John Riek,C,82.5,6' 10.5'',84,7' 0'',237,92.75,7' 8.75'',,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2008,12269,Brian,Roberts,Brian Roberts,PG,72.25,6' 0.25'',73.25,6' 1.25'',173,73.25,6' 1.25'',95,7' 11'',3.6,,,31.5,36.5,10.65,,3.05,10,,,,,,,,,,,,,,,,,,,,,,,
380,2008,201781,Russell,Robinson,Russell Robinson,PG,72.5,6' 0.5'',73.5,6' 1.5'',196,80,6' 8'',100.5,8' 4.5'',7.4,,,25,31.5,11.3,,3.15,8,,,,,,,,,,,,,,,,,,,,,,,
381,2008,12270,Richard,Roby,Richard Roby,SG-SF,76.25,6' 4.25'',77.5,6' 5.5'',203,81.75,6' 9.75'',104,8' 8'',9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,2008,201565,Derrick,Rose,Derrick Rose,PG,73.5,6' 1.5'',74.5,6' 2.5'',196,80,6' 8'',98.5,8' 2.5'',4.6,,,34.5,40,11.69,,3.05,10,,,,,,,,,,,,,,,,,,,,,,,
383,2008,201606,Sean,Singletary,Sean Singletary,PG,71,5' 11'',72,6' 0'',183.8,76.5,6' 4.5'',95,7' 11'',4.2,,,26,,,,,18,,,,,,,,,,,,,,,,,,,,,,,
384,2008,12271,Ronald,Steele,Ronald Steele,PG,72.25,6' 0.25'',73.5,6' 1.5'',183.5,76.25,6' 4.25'',97.5,8' 1.5'',8.1,,,25,29.5,11.08,,3.26,5,,,,,,,,,,,,,,,,,,,,,,,
385,2008,201446,Mike,Taylor,Mike Taylor,SG-PG,72.75,6' 0.75'',74,6' 2'',166.2,79.25,6' 7.25'',98,8' 2'',3.8,,,31,39,10.98,,3.08,2,,,,,,,,,,,,,,,,,,,,,,,
386,2008,12272,Bryce,Taylor,Bryce Taylor,SG,74.75,6' 2.75'',76.25,6' 4.25'',210,81,6' 9'',99.5,8' 3.5'',8.3,,,34.5,41,11.08,,3.19,16,,,,,,,,,,,,,,,,,,,,,,,
387,2008,201872,Mark,Tyndale,Mark Tyndale,SG-SF,74.75,6' 2.75'',75.5,6' 3.5'',217,83,6' 11'',103.5,8' 7.5'',6.7,,,27,33.5,12.52,,3.14,5,,,,,,,,,,,,,,,,,,,,,,,
388,2008,12273,Robert,Vaden,Robert Vaden,SG,75.5,6' 3.5'',76.5,6' 4.5'',199,80,6' 8'',101,8' 5'',6.2,,,26,29.5,11.97,,3.4,10,,,,,,,,,,,,,,,,,,,,,,,
389,2008,201622,Deron,Washington,Deron Washington,SF,77.25,6' 5.25'',78.25,6' 6.25'',198.5,81,6' 9'',102.5,8' 6.5'',7.2,,,34,40,11.03,,3.09,7,,,,,,,,,,,,,,,,,,,,,,,
390,2008,201603,Sonny,Weems,Sonny Weems,SG-SF,76,6' 4'',77.5,6' 5.5'',193,82,6' 10'',104,8' 8'',4.4,,,29,36.5,10.58,,2.96,12,,,,,,,,,,,,,,,,,,,,,,,
391,2008,201566,Russell,Westbrook,Russell Westbrook,PG,74.25,6' 2.25'',75.5,6' 3.5'',192,79.75,6' 7.75'',100,8' 4'',4.8,,,30,36.5,10.98,,3.08,12,,,,,,,,,,,,,,,,,,,,,,,
392,2008,199,Reggie,Williams,Reggie Williams,SG,75.25,6' 3.25'',76,6' 4'',199,81.25,6' 9.25'',103,8' 7'',5.3,,,31.5,36.5,11.32,,3.07,15,,,,,,,,,,,,,,,,,,,,,,,
393,2009,202399,Jeff,Adrien,Jeff Adrien,PF,77.25,6' 5.25'',78.5,6' 6.5'',236.2,86,7' 2'',107.5,8' 11.5'',7.9,,,27.5,31.5,11.34,,3.32,16,,,,,,,,,,,,,,,,,,,,,,,
394,2009,201965,Jeff,Ayres,Jeff Ayres,PF,80.75,6' 8.75'',82,6' 10'',239.6,85,7' 1'',107,8' 11'',5.5,,,31,35,11.98,,3.14,15,,,,,,,,,,,,,,,,,,,,,,,
395,2009,201958,Rodrigue,Beaubois,Rodrigue Beaubois,PG,73.25,6' 1.25'',74.25,6' 2.25'',182.4,81.75,6' 9.75'',100,8' 4'',7.9,,,29.5,39,10.49,,3.15,3,,,,,,,,,,,,,,,,,,,,,,,
396,2009,201971,DeJuan,Blair,DeJuan Blair,PF,77.25,6' 5.25'',78.5,6' 6.5'',276.6,86,7' 2'',106.5,8' 10.5'',12,,,26,33,11.5,,3.45,18,,,,,,,,,,,,,,,,,,,,,,,
397,2009,201974,Derrick,Brown,Derrick Brown,SF-PF,79.5,6' 7.5'',80.5,6' 8.5'',224.6,86.5,7' 2.5'',107.5,8' 11.5'',8.6,,,30.5,35.5,11.26,,3.13,20,,,,,,,,,,,,,,,,,,,,,,,
398,2009,201978,Chase,Budinger,Chase Budinger,SF-SG,78.25,6' 6.25'',79,6' 7'',206.4,79,6' 7'',101,8' 5'',10,,,29.5,38.5,11.08,,3.24,10,,,,,,,,,,,,,,,,,,,,,,,
399,2009,201960,DeMarre,Carroll,DeMarre Carroll,PF-SF,78.25,6' 6.25'',79.75,6' 7.75'',207.2,82,6' 10'',105,8' 9'',6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,2009,201956,Omri,Casspi,Omri Casspi,SF,79.75,6' 7.75'',81.25,6' 9.25'',211.2,81.25,6' 9.25'',106.5,8' 10.5'',8.6,,,25.5,32.5,11.15,,3.28,2,,,,,,,,,,,,,,,,,,,,,,,
401,2009,12275,Dionte,Christmas,Dionte Christmas,SG,76.25,6' 4.25'',77.5,6' 5.5'',210.8,81,6' 9'',102.5,8' 6.5'',7.1,,,27,33.5,10.83,,3.21,3,,,,,,,,,,,,,,,,,,,,,,,
402,2009,201947,Earl,Clark,Earl Clark,SF-PF,80.5,6' 8.5'',82.25,6' 10.25'',228.4,86.5,7' 2.5'',109.5,9' 1.5'',5.2,,,28.5,33,11.17,,3.35,5,,,,,,,,,,,,,,,,,,,,,,,
403,2009,201954,Darren,Collison,Darren Collison,PG,72.25,6' 0.25'',73.5,6' 1.5'',166.2,75,6' 3'',96.5,8' 0.5'',5.7,,,30.5,33.5,10.45,,3.1,9,,,,,,,,,,,,,,,,,,,,,,,
404,2009,201967,Dante,Cunningham,Dante Cunningham,PF,79,6' 7'',80.25,6' 8.25'',227.4,83,6' 11'',106.5,8' 10.5'',4.8,,,28,35,11.18,,3.26,18,,,,,,,,,,,,,,,,,,,,,,,
405,2009,201939,Stephen,Curry,Stephen Curry,PG-SG,74,6' 2'',75.25,6' 3.25'',181,75.5,6' 3.5'',97,8' 1'',5.7,,,29.5,35.5,11.07,,3.28,10,,,,,,,,,,,,,,,,,,,,,,,
406,2009,201948,Austin,Daye,Austin Daye,SF-PF,81.75,6' 9.75'',82.75,6' 10.75'',191.8,86.75,7' 2.75'',110,9' 2'',5.5,,,25,28,12.11,,3.55,0,,,,,,,,,,,,,,,,,,,,,,,
407,2009,201942,DeMar,DeRozan,DeMar DeRozan,SG-SF,77.5,6' 5.5'',78.5,6' 6.5'',211.2,81,6' 9'',102.5,8' 6.5'',4.9,,,29,38.5,11.88,,3.31,5,,,,,,,,,,,,,,,,,,,,,,,
408,2009,201962,Toney,Douglas,Toney Douglas,PG,73,6' 1'',74,6' 2'',183.4,78,6' 6'',97.5,8' 1.5'',5.2,,,28,32.5,10.63,,3.03,15,,,,,,,,,,,,,,,,,,,,,,,
409,2009,201961,Wayne,Ellington,Wayne Ellington,SG,76.25,6' 4.25'',77.25,6' 5.25'',202.4,78.5,6' 6.5'',100,8' 4'',5.5,,,31.5,38,11.14,,3.2,13,,,,,,,,,,,,,,,,,,,,,,,
410,2009,201936,Tyreke,Evans,Tyreke Evans,PG-SG,76,6' 4'',77.25,6' 5.25'',220.6,83.25,6' 11.25'',104,8' 8'',7.1,,,28.5,34,11.81,,3.17,7,,,,,,,,,,,,,,,,,,,,,,,
411,2009,201938,Jonny,Flynn,Jonny Flynn,PG,71.25,5' 11.25'',72.75,6' 0.75'',195.6,76,6' 4'',95.5,7' 11.5'',6.3,,,33,40,10.86,,3.23,10,,,,,,,,,,,,,,,,,,,,,,,
412,2009,201959,Taj,Gibson,Taj Gibson,PF,80.5,6' 8.5'',81.75,6' 9.75'',214.4,88,7' 4'',109,9' 1'',6.6,,,25.5,30,11.56,,3.41,12,,,,,,,,,,,,,,,,,,,,,,,
413,2009,201980,Danny,Green,Danny Green,SG-SF,77.25,6' 5.25'',78.5,6' 6.5'',208,82,6' 10'',103,8' 7'',5.6,,,29,33,11.3,,3.3,15,,,,,,,,,,,,,,,,,,,,,,,
414,2009,201933,Blake,Griffin,Blake Griffin,PF,80.5,6' 8.5'',82,6' 10'',248.4,83.25,6' 11.25'',105,8' 9'',8.2,,,32,35.5,10.95,,3.28,22,,,,,,,,,,,,,,,,,,,,,,,
415,2009,201946,Tyler,Hansbrough,Tyler Hansbrough,PF,80.25,6' 8.25'',81.5,6' 9.5'',234.2,83.5,6' 11.5'',106,8' 10'',8.5,,,27.5,34,11.12,,3.27,18,,,,,,,,,,,,,,,,,,,,,,,
416,2009,201935,James,Harden,James Harden,SG,76,6' 4'',77.25,6' 5.25'',222,82.75,6' 10.75'',103.5,8' 7.5'',10.1,,,31.5,37,11.1,,3.13,17,,,,,,,,,,,,,,,,,,,,,,,
417,2009,201945,Gerald,Henderson,Gerald Henderson,SG-SF,76,6' 4'',77,6' 5'',214.6,82.25,6' 10.25'',102.5,8' 6.5'',4.4,,,31.5,35,11.17,,3.14,8,,,,,,,,,,,,,,,,,,,,,,,
418,2009,12278,Josh,Heytvelt,Josh Heytvelt,PF-C,82,6' 10'',83,6' 11'',246.2,85.25,7' 1.25'',108,9' 0'',10.8,,,28.5,34,11.67,,3.38,15,,,,,,,,,,,,,,,,,,,,,,,
419,2009,201941,Jordan,Hill,Jordan Hill,PF-C,81.25,6' 9.25'',82.25,6' 10.25'',232.4,85.5,7' 1.5'',108,9' 0'',6,,,31,35,12.23,,3.3,11,,,,,,,,,,,,,,,,,,,,,,,
420,2009,201950,Jrue,Holiday,Jrue Holiday,PG-SG,75.25,6' 3.25'',76.25,6' 4.25'',199,79,6' 7'',100.5,8' 4.5'',6.3,,,28.5,34,10.64,,3.21,6,,,,,,,,,,,,,,,,,,,,,,,
421,2009,12279,Joe,Ingles,Joe Ingles,SF,79.75,6' 7.75'',80.25,6' 8.25'',209.2,82.25,6' 10.25'',105,8' 9'',10.1,,,26,31,10.66,,3.3,3,,,,,,,,,,,,,,,,,,,,,,,
422,2009,201949,James,Johnson,James Johnson,SF-PF,79,6' 7'',79.75,6' 7.75'',257.2,84.75,7' 0.75'',105.5,8' 9.5'',12,,,30.5,35,11.21,,3.23,18,,,,,,,,,,,,,,,,,,,,,,,
423,2009,201951,Ty,Lawson,Ty Lawson,PG,71.25,5' 11.25'',72.5,6' 0.5'',196.6,72.75,6' 0.75'',94.5,7' 10.5'',6.6,,,29,36.5,10.98,,3.12,14,,,,,,,,,,,,,,,,,,,,,,,
424,2009,201953,Eric,Maynor,Eric Maynor,PG,74.25,6' 2.25'',75.25,6' 3.25'',163.6,74.5,6' 2.5'',97,8' 1'',5.4,,,28.5,31.5,10.78,,3.19,8,,,,,,,,,,,,,,,,,,,,,,,
425,2009,12282,Jack,McClinton,Jack McClinton,SG-PG,71.75,5' 11.75'',72.75,6' 0.75'',185.2,74.5,6' 2.5'',96,8' 0'',6.2,,,30,36.5,10.44,,3.21,13,,,,,,,,,,,,,,,,,,,,,,,
426,2009,12283,Jerel,McNeal,Jerel McNeal,SG,73.5,6' 1.5'',75,6' 3'',190.4,79.25,6' 7.25'',99.5,8' 3.5'',5.4,,,31.5,36.5,10.61,,3.25,10,,,,,,,,,,,,,,,,,,,,,,,
427,2009,201975,Jodie,Meeks,Jodie Meeks,SG,75,6' 3'',76,6' 4'',211.4,76.5,6' 4.5'',98,8' 2'',8,,,28.5,37,10.96,,3.1,14,,,,,,,,,,,,,,,,,,,,,,,
428,2009,201988,Patty,Mills,Patty Mills,PG,71.25,5' 11.25'',72.5,6' 0.5'',175.4,74,6' 2'',95,7' 11'',6.9,,,27.5,33,10.87,,3.1,8,,,,,,,,,,,,,,,,,,,,,,,
